Email_ID,Age_Group,Gender,Region,Device_Used,Previous_Hulu_Subscription_Length,Preferred_Genre,Subscription_Status,Hulu_Watch_Time,Hulu_Subscription_Date,Hulu_Cancellation_Date
9222,25-34,Female,South America,Mobile,10,Action,Subscribed,51640,2023-04-07,2023-10-15
9223,55+,Male,South America,Mobile,22,Drama,Not Subscribed,3229,2023-01-05,2024-08-20
9224,18-24,Female,Africa,Tablet,22,Sci-Fi,Not Subscribed,2882,2022-11-02,2023-05-08
9225,45-54,Undisclosed,Europe,Mobile,30,Sci-Fi,Not Subscribed,81306,2023-01-01,
9226,18-24,,Europe,TV,14,Fantasy,Subscribed,37672,2022-03-03,
9227,45-54,Female,Africa,Mobile,9,Action,Subscribed,44997,2022-10-22,2024-08-16
9228,18-24,Undisclosed,Asia,TV,20,Fantasy,Subscribed,43701,2022-10-21,2024-05-28
9229,18-24,Undisclosed,Africa,,57,Drama,Subscribed,97684,2023-02-19,
9230,35-44,,North America,Mobile,35,Sci-Fi,Subscribed,20624,2023-03-15,2023-10-08
9231,18-24,Female,Asia,Tablet,49,Fantasy,Not Subscribed,1940,2022-09-19,
9232,25-34,,Asia,TV,21,Comedy,Subscribed,12284,2021-11-14,2022-02-19
9233,45-54,,Asia,Mobile,12,Fantasy,Not Subscribed,91912,2021-11-26,2024-05-16
9234,18-24,Female,South America,Mobile,59,Fantasy,Not Subscribed,99072,2022-06-02,
9235,45-54,Undisclosed,Africa,Mobile,7,Action,Subscribed,84576,2022-08-11,
9236,35-44,Undisclosed,North America,Tablet,54,Comedy,Not Subscribed,2943,2023-07-03,
9237,35-44,Female,Asia,Tablet,17,Sci-Fi,Subscribed,5547,2022-07-06,2023-07-13
9238,35-44,Female,Asia,,21,Thriller,Subscribed,79744,2023-02-04,
9239,55+,Female,Asia,Tablet,55,Thriller,Not Subscribed,5279,2023-09-06,2023-10-28
9240,55+,Male,Europe,Mobile,23,Drama,Not Subscribed,20152,2022-09-12,2022-11-10
9241,35-44,Male,South America,Mobile,15,Comedy,Not Subscribed,7038,2022-11-14,
9242,18-24,Undisclosed,Europe,Mobile,21,Fantasy,Subscribed,4959,2022-11-19,
9243,35-44,Undisclosed,Europe,Tablet,32,Thriller,Subscribed,92318,2023-06-05,2024-03-22
9244,18-24,,Africa,,19,Comedy,Not Subscribed,36935,2023-02-06,2023-03-14
9245,18-24,Male,North America,,55,Fantasy,Not Subscribed,82514,2022-01-16,
9246,25-34,Female,Asia,TV,19,Fantasy,Not Subscribed,92746,2022-07-13,2023-06-17
9247,35-44,Female,Africa,Tablet,18,Thriller,Subscribed,82478,2023-01-26,
9248,25-34,Female,Asia,Tablet,47,Fantasy,Not Subscribed,95122,2022-05-20,
9249,18-24,Female,Africa,Tablet,9,Drama,Not Subscribed,45641,2022-07-29,2023-07-29
9250,18-24,,South America,TV,23,Thriller,Not Subscribed,9718,2023-05-11,2024-07-21
9251,45-54,Female,South America,Mobile,34,Drama,Subscribed,35995,2022-09-23,
9252,55+,Undisclosed,South America,Mobile,27,Fantasy,Subscribed,34675,2021-10-31,2022-10-12
9253,45-54,Male,Europe,Mobile,11,Thriller,Not Subscribed,54463,2022-02-09,
9254,35-44,Undisclosed,North America,Mobile,44,Drama,Subscribed,6587,2023-08-16,2023-12-02
9255,35-44,Undisclosed,North America,Tablet,45,Sci-Fi,Not Subscribed,76500,2022-05-14,
9256,45-54,Undisclosed,Africa,Tablet,14,Action,Not Subscribed,84919,2022-03-18,
9257,45-54,Male,South America,TV,58,Sci-Fi,Not Subscribed,38539,2023-03-13,2024-03-20
9258,45-54,Female,South America,TV,18,Action,Not Subscribed,55499,2023-04-04,
9259,35-44,Female,South America,Tablet,38,Fantasy,Subscribed,66700,2023-07-29,2024-01-03
9260,35-44,Male,Europe,TV,38,Action,Not Subscribed,2798,2021-09-16,2024-09-04
9261,18-24,Female,Asia,,37,Sci-Fi,Subscribed,7602,2023-08-25,2023-12-05
9262,18-24,Male,Africa,Tablet,47,Fantasy,Not Subscribed,89433,2022-06-29,
9263,35-44,Male,South America,TV,47,Action,Subscribed,93953,2021-09-14,
9264,45-54,Male,Africa,Tablet,60,Fantasy,Not Subscribed,78583,2023-07-06,
9265,25-34,,South America,Mobile,36,Fantasy,Not Subscribed,17763,2022-09-26,2024-08-24
9266,55+,,Europe,TV,36,Fantasy,Subscribed,93487,2022-10-25,2024-06-23
9267,25-34,Undisclosed,Europe,Mobile,40,Fantasy,Not Subscribed,3449,2022-11-07,2023-12-04
9268,45-54,Male,Asia,Mobile,59,Comedy,Not Subscribed,64960,2022-10-26,2023-04-10
9269,35-44,Female,South America,TV,50,Thriller,Not Subscribed,72040,2021-12-31,
9270,35-44,Male,Europe,Tablet,44,Fantasy,Not Subscribed,57677,2022-07-29,
9271,45-54,Undisclosed,Africa,TV,8,Thriller,Not Subscribed,28863,2023-04-11,2024-07-01
9272,55+,,Europe,TV,15,Action,Not Subscribed,7589,2022-06-14,
9273,18-24,Female,South America,TV,33,Action,Subscribed,5723,2021-11-01,2023-08-11
9274,25-34,Female,Europe,Mobile,18,Fantasy,Not Subscribed,23235,2022-12-23,2024-06-21
9275,35-44,Undisclosed,North America,TV,18,Fantasy,Not Subscribed,17074,2023-02-06,
9276,35-44,Female,Asia,Tablet,41,Fantasy,Not Subscribed,61500,2023-05-08,2024-06-28
9277,45-54,,Europe,,42,Comedy,Not Subscribed,61073,2021-11-17,2021-11-20
9278,35-44,Undisclosed,Asia,Tablet,1,Action,Not Subscribed,81702,2022-03-21,
9279,55+,Female,North America,TV,38,Action,Not Subscribed,18424,2022-04-21,
9280,35-44,Undisclosed,Africa,TV,55,Thriller,Not Subscribed,7333,2022-11-09,2023-10-12
9281,45-54,Female,Africa,Mobile,11,Comedy,Not Subscribed,32927,2021-09-22,
9282,35-44,Female,Europe,,25,Drama,Subscribed,15484,2023-01-06,2023-04-21
9283,35-44,Male,Africa,,46,Sci-Fi,Not Subscribed,7505,2022-12-02,
9284,35-44,Undisclosed,Asia,Tablet,41,Action,Subscribed,46326,2021-09-30,
9285,35-44,Female,Africa,Tablet,39,Fantasy,Not Subscribed,18535,2023-05-19,
9286,25-34,,Africa,TV,35,Drama,Not Subscribed,78285,2022-03-04,
9287,35-44,,North America,,60,Drama,Not Subscribed,31563,2021-11-20,2022-08-19
9288,45-54,Male,Europe,TV,31,Sci-Fi,Subscribed,92889,2022-12-26,
9289,45-54,Female,Europe,TV,18,Action,Not Subscribed,11750,2022-02-13,
9290,35-44,,Asia,Tablet,55,Thriller,Not Subscribed,63441,2023-03-09,2024-04-13
9291,35-44,Undisclosed,Europe,TV,30,Sci-Fi,Not Subscribed,73636,2022-11-18,2023-04-12
9292,35-44,,Africa,TV,51,Sci-Fi,Not Subscribed,91651,2021-09-19,
9293,45-54,Male,North America,Tablet,51,Comedy,Not Subscribed,92071,2023-06-08,2023-09-23
9294,45-54,Female,Africa,TV,38,Sci-Fi,Not Subscribed,99799,2022-11-04,2023-11-02
9295,35-44,Male,South America,,7,Drama,Not Subscribed,27985,2023-07-26,2023-09-21
9296,25-34,Female,Africa,Tablet,34,Drama,Subscribed,9281,2022-02-05,2023-03-29
9297,45-54,Undisclosed,Africa,Mobile,60,Thriller,Subscribed,68775,2022-06-14,
9298,45-54,Male,Asia,Tablet,5,Drama,Not Subscribed,4290,2023-09-11,
9299,45-54,,North America,,44,Comedy,Not Subscribed,96768,2023-01-23,
9300,18-24,Undisclosed,Africa,Tablet,32,Sci-Fi,Subscribed,91089,2023-08-27,
9301,25-34,,South America,Tablet,11,Fantasy,Not Subscribed,31368,2023-09-02,2024-04-30
9302,55+,Female,Asia,Mobile,5,Thriller,Not Subscribed,84982,2023-02-23,2023-04-03
9303,55+,Male,Europe,TV,11,Sci-Fi,Subscribed,14103,2023-02-17,2024-03-24
9304,18-24,Female,North America,Mobile,23,Comedy,Subscribed,57979,2023-02-21,2024-08-10
9305,35-44,,Europe,TV,56,Fantasy,Not Subscribed,91552,2023-07-14,2023-12-25
9306,35-44,Female,South America,Tablet,31,Thriller,Not Subscribed,71285,2022-05-24,
9307,18-24,Male,Asia,TV,2,Thriller,Not Subscribed,52985,2022-10-19,
9308,45-54,Male,Europe,Tablet,42,Sci-Fi,Not Subscribed,26517,2022-06-24,
9309,55+,Male,South America,Mobile,36,Sci-Fi,Not Subscribed,16927,2021-10-13,
9310,55+,Female,South America,,50,Drama,Not Subscribed,77641,2023-01-09,2023-09-17
9311,35-44,Male,Europe,TV,29,Drama,Not Subscribed,84445,2021-12-20,2022-07-26
9312,35-44,Female,Africa,Tablet,57,Action,Not Subscribed,23037,2023-09-02,
9313,25-34,,Africa,Tablet,59,Sci-Fi,Not Subscribed,56880,2022-06-06,2022-12-10
9314,25-34,Female,Asia,TV,33,Action,Subscribed,41618,2022-04-11,
9315,18-24,Female,Europe,Mobile,21,Thriller,Not Subscribed,28715,2023-05-23,
9316,55+,Male,Africa,TV,34,Fantasy,Not Subscribed,25890,2023-07-03,2024-01-10
9317,45-54,Male,Europe,TV,54,Thriller,Not Subscribed,94996,2023-07-24,
9318,55+,Undisclosed,Africa,Mobile,45,Thriller,Not Subscribed,60430,2023-02-04,
9319,35-44,Female,North America,,35,Comedy,Not Subscribed,12287,2023-02-23,2023-11-21
9320,18-24,Female,South America,TV,40,Action,Subscribed,29252,2022-02-19,
9321,18-24,Female,North America,Tablet,50,Comedy,Not Subscribed,57336,2023-07-30,
9322,55+,Undisclosed,Africa,TV,59,Action,Not Subscribed,10344,2022-04-04,2023-03-06
9323,25-34,Male,North America,TV,34,Drama,Not Subscribed,73035,2023-03-01,
9324,45-54,,Africa,Mobile,13,Fantasy,Subscribed,13094,2022-09-14,
9325,18-24,Female,Europe,TV,41,Thriller,Not Subscribed,84719,2022-12-03,
9326,35-44,Male,Asia,TV,12,Thriller,Not Subscribed,90408,2023-09-05,
9327,35-44,Female,Africa,,2,Comedy,Not Subscribed,72061,2021-12-06,
9328,45-54,Undisclosed,North America,,24,Drama,Not Subscribed,83284,2022-01-26,2022-07-04
9329,55+,,North America,Tablet,54,Fantasy,Not Subscribed,74704,2023-09-06,
9330,35-44,Undisclosed,Africa,Mobile,4,Thriller,Not Subscribed,99678,2023-09-05,2023-11-17
9331,18-24,Female,Europe,Mobile,28,Fantasy,Not Subscribed,87836,2022-06-20,2022-08-23
9332,18-24,Undisclosed,Europe,Mobile,8,Drama,Not Subscribed,47768,2023-05-17,
9333,18-24,Male,Europe,TV,3,Sci-Fi,Subscribed,68608,2023-05-09,2024-08-31
9334,18-24,Female,Asia,,42,Sci-Fi,Not Subscribed,32961,2023-03-03,2023-05-05
9335,18-24,Male,South America,Tablet,53,Drama,Not Subscribed,25377,2022-10-31,2023-01-31
9336,18-24,Male,North America,Mobile,2,Comedy,Not Subscribed,83295,2021-09-21,
9337,18-24,Female,South America,Tablet,49,Comedy,Not Subscribed,86586,2022-08-15,2024-08-29
9338,55+,Male,Europe,Mobile,51,Comedy,Not Subscribed,69431,2022-06-03,
9339,45-54,Undisclosed,South America,Tablet,47,Action,Subscribed,66703,2023-01-04,2024-05-02
9340,45-54,Male,South America,TV,20,Drama,Subscribed,61152,2022-12-05,2023-08-15
9341,18-24,Male,Africa,TV,57,Thriller,Not Subscribed,39477,2023-04-28,
9342,45-54,Male,North America,Tablet,17,Drama,Subscribed,88283,2022-09-02,2023-03-27
9343,45-54,Male,South America,Tablet,15,Drama,Not Subscribed,3942,2022-04-20,2023-07-15
9344,25-34,Female,Asia,Mobile,9,Sci-Fi,Not Subscribed,40183,2023-05-02,
9345,18-24,Undisclosed,Europe,,18,Drama,Subscribed,22160,2021-12-02,2023-07-31
9346,45-54,Undisclosed,Europe,Mobile,11,Thriller,Not Subscribed,88830,2022-07-12,2024-07-15
9347,35-44,Undisclosed,Asia,Tablet,38,Fantasy,Not Subscribed,95350,2022-05-19,2022-07-13
9348,45-54,Undisclosed,Europe,Tablet,37,Sci-Fi,Not Subscribed,80706,2023-07-27,
9349,35-44,Male,Asia,Tablet,19,Drama,Subscribed,14080,2022-04-05,
9350,45-54,Female,Asia,Mobile,57,Drama,Not Subscribed,30074,2023-01-30,
9351,35-44,Male,South America,Tablet,6,Sci-Fi,Not Subscribed,13471,2023-07-22,
9352,25-34,Female,Asia,Mobile,41,Action,Not Subscribed,15447,2022-06-19,2024-03-17
9353,18-24,Undisclosed,Europe,Mobile,22,Sci-Fi,Not Subscribed,59792,2023-03-11,2023-03-29
9354,18-24,Male,North America,Mobile,15,Sci-Fi,Not Subscribed,33409,2023-08-14,
9355,45-54,Female,Africa,TV,21,Action,Subscribed,55340,2022-12-11,2024-03-07
9356,55+,,Asia,Tablet,47,Drama,Not Subscribed,20126,2022-12-23,
9357,45-54,,South America,Mobile,58,Fantasy,Not Subscribed,25775,2023-05-16,
9358,35-44,Female,Europe,Mobile,30,Drama,Not Subscribed,54819,2023-04-22,
9359,55+,Female,Europe,Mobile,50,Drama,Not Subscribed,80534,2022-03-28,2023-04-23
9360,45-54,Male,Europe,Tablet,38,Action,Not Subscribed,8604,2023-04-29,
9361,25-34,Male,Asia,Mobile,18,Sci-Fi,Not Subscribed,7725,2023-06-06,2024-06-01
9362,25-34,Undisclosed,Africa,,1,Comedy,Not Subscribed,86716,2021-12-23,
9363,25-34,Male,Asia,Tablet,46,Action,Subscribed,42363,2023-01-26,2024-05-27
9364,18-24,Female,Europe,Tablet,55,Fantasy,Subscribed,44910,2023-01-23,2024-07-29
9365,45-54,Female,Africa,TV,46,Thriller,Subscribed,93094,2021-10-31,2022-12-13
9366,45-54,Undisclosed,North America,Mobile,49,Sci-Fi,Subscribed,58342,2023-02-02,
9367,35-44,Male,Europe,TV,30,Comedy,Not Subscribed,22393,2021-11-27,
9368,55+,,Asia,Mobile,25,Drama,Not Subscribed,81642,2023-07-20,
9369,55+,Female,Asia,TV,49,Sci-Fi,Not Subscribed,16377,2022-06-24,
9370,55+,Female,Asia,Tablet,35,Sci-Fi,Not Subscribed,29124,2022-08-05,2024-01-22
9371,45-54,,Europe,Tablet,24,Thriller,Subscribed,17906,2022-05-20,
9372,25-34,Female,Africa,TV,25,Thriller,Not Subscribed,96133,2022-01-28,
9373,45-54,Undisclosed,North America,,59,Fantasy,Not Subscribed,34304,2022-08-15,
9374,45-54,Female,Europe,Tablet,33,Thriller,Subscribed,51954,2023-03-02,2024-02-26
9375,55+,Male,North America,TV,42,Sci-Fi,Not Subscribed,1654,2023-03-03,
9376,45-54,Female,Europe,Tablet,21,Thriller,Not Subscribed,29513,2022-01-26,2023-01-21
9377,18-24,,Asia,TV,58,Drama,Subscribed,79408,2022-04-01,
9378,45-54,Male,South America,TV,21,Thriller,Not Subscribed,64781,2022-09-18,2023-07-16
9379,25-34,Female,Africa,Mobile,14,Action,Not Subscribed,7505,2023-07-31,
9380,25-34,Male,Africa,Tablet,5,Action,Not Subscribed,36408,2022-01-10,2022-06-15
9381,45-54,Male,Europe,Mobile,40,Thriller,Not Subscribed,55241,2023-07-11,2024-05-03
9382,25-34,Female,South America,TV,45,Drama,Not Subscribed,43273,2021-12-17,2024-05-26
9383,35-44,,North America,TV,49,Thriller,Not Subscribed,68713,2021-12-15,
9384,18-24,Male,North America,,33,Fantasy,Subscribed,65522,2022-01-01,
9385,55+,Female,North America,TV,43,Action,Not Subscribed,40338,2023-02-21,
9386,35-44,Undisclosed,South America,Tablet,45,Action,Subscribed,69052,2023-07-02,
9387,18-24,Female,Africa,TV,7,Thriller,Not Subscribed,13097,2023-08-19,2023-10-30
9388,18-24,,South America,Tablet,28,Drama,Not Subscribed,40347,2023-08-04,
9389,18-24,Female,South America,Mobile,37,Thriller,Not Subscribed,34823,2023-06-28,
9390,55+,Female,Africa,Mobile,34,Fantasy,Not Subscribed,66516,2023-05-19,2024-06-06
9391,35-44,Female,Europe,TV,23,Sci-Fi,Not Subscribed,99493,2023-01-30,2023-12-06
9392,25-34,Female,North America,,44,Sci-Fi,Subscribed,14036,2022-09-10,
9393,35-44,Female,North America,Tablet,46,Action,Not Subscribed,72534,2021-10-20,2021-11-08
9394,55+,Undisclosed,Asia,TV,55,Sci-Fi,Not Subscribed,9998,2023-01-27,2023-12-06
9395,35-44,Male,Asia,Mobile,39,Action,Subscribed,2942,2023-04-26,2023-09-30
9396,18-24,Undisclosed,Asia,TV,60,Thriller,Subscribed,65392,2021-11-23,
9397,35-44,Undisclosed,Asia,Mobile,21,Fantasy,Not Subscribed,73747,2022-10-03,
9398,18-24,Undisclosed,Europe,TV,55,Comedy,Not Subscribed,88108,2022-12-15,
9399,35-44,Female,Africa,Tablet,22,Drama,Not Subscribed,98976,2023-05-07,2024-02-25
9400,18-24,,South America,TV,44,Sci-Fi,Not Subscribed,32353,2022-04-18,
9401,18-24,Female,Europe,Mobile,44,Drama,Subscribed,22448,2023-07-24,
9402,35-44,Male,Asia,Tablet,50,Comedy,Not Subscribed,37927,2022-07-18,
9403,45-54,Female,Europe,TV,37,Sci-Fi,Not Subscribed,72696,2023-06-06,
9404,45-54,Undisclosed,Asia,TV,13,Comedy,Not Subscribed,22278,2023-05-11,2024-04-18
9405,45-54,Undisclosed,Europe,Mobile,20,Comedy,Subscribed,61546,2022-02-08,
9406,18-24,Male,Asia,Mobile,15,Action,Not Subscribed,35336,2022-01-10,
9407,55+,Undisclosed,North America,Tablet,18,Drama,Not Subscribed,52250,2021-11-05,
9408,45-54,Undisclosed,North America,TV,41,Sci-Fi,Not Subscribed,53903,2021-12-20,
9409,18-24,Male,South America,TV,53,Drama,Not Subscribed,69560,2022-11-05,
9410,55+,Female,Asia,TV,17,Sci-Fi,Not Subscribed,89089,2022-11-18,
9411,18-24,Female,North America,Mobile,48,Fantasy,Not Subscribed,28295,2023-07-14,
9412,35-44,Undisclosed,South America,Tablet,54,Comedy,Subscribed,48560,2023-06-23,
9413,25-34,Female,North America,Tablet,34,Fantasy,Not Subscribed,99911,2022-11-03,2023-08-01
9414,55+,,Africa,TV,25,Action,Not Subscribed,24673,2022-06-21,2023-05-20
9415,35-44,Male,Africa,Tablet,20,Comedy,Not Subscribed,69715,2022-09-15,2024-05-16
9416,18-24,Female,South America,TV,23,Fantasy,Not Subscribed,80587,2023-07-06,
9417,25-34,Male,South America,Mobile,59,Sci-Fi,Subscribed,36629,2022-07-16,
9418,25-34,Male,Europe,,43,Thriller,Not Subscribed,15290,2022-02-19,2023-06-19
9419,55+,Female,Africa,TV,10,Sci-Fi,Subscribed,3067,2023-01-01,2023-09-02
9420,45-54,Female,Asia,TV,7,Action,Subscribed,85170,2023-08-17,2023-12-12
9421,45-54,Female,North America,Tablet,13,Fantasy,Subscribed,15727,2022-10-11,
9422,25-34,Female,Asia,TV,21,Drama,Subscribed,27736,2023-07-30,2023-08-05
9423,35-44,Male,Africa,Mobile,49,Comedy,Not Subscribed,44419,2023-03-28,2024-03-26
9424,25-34,Undisclosed,Africa,TV,38,Thriller,Not Subscribed,3027,2022-04-25,
9425,35-44,Female,Africa,TV,60,Thriller,Subscribed,45366,2022-03-02,2022-12-09
9426,35-44,Female,Asia,Mobile,45,Drama,Not Subscribed,62220,2023-01-29,
9427,25-34,Male,North America,Mobile,13,Fantasy,Subscribed,38537,2023-06-01,
9428,45-54,Undisclosed,South America,Mobile,58,Thriller,Not Subscribed,93502,2023-07-01,
9429,55+,Undisclosed,Africa,TV,51,Drama,Not Subscribed,7535,2022-12-12,2024-01-05
9430,18-24,Female,North America,TV,13,Comedy,Not Subscribed,5536,2022-12-30,2024-08-09
9431,45-54,Female,Europe,Mobile,60,Thriller,Subscribed,59717,2021-09-18,
9432,25-34,Female,South America,Mobile,35,Action,Not Subscribed,91230,2021-12-12,
9433,55+,Undisclosed,South America,Tablet,21,Action,Not Subscribed,20031,2023-01-08,
9434,18-24,Female,Europe,TV,46,Action,Not Subscribed,96707,2022-07-19,
9435,35-44,Undisclosed,Asia,TV,35,Fantasy,Not Subscribed,52572,2023-09-05,
9436,25-34,Male,South America,Tablet,16,Sci-Fi,Subscribed,63303,2022-07-03,2023-09-16
9437,25-34,,Africa,,8,Fantasy,Not Subscribed,16747,2021-11-04,2023-05-11
9438,35-44,Male,Asia,TV,29,Sci-Fi,Subscribed,97987,2023-06-01,
9439,45-54,Male,Africa,Mobile,22,Comedy,Not Subscribed,75709,2022-12-20,2023-03-16
9440,35-44,Undisclosed,Asia,Mobile,56,Fantasy,Not Subscribed,41016,2023-04-18,2024-09-04
9441,18-24,,Africa,TV,38,Sci-Fi,Not Subscribed,20555,2021-12-08,2023-12-15
9442,55+,Male,North America,Mobile,12,Comedy,Subscribed,10239,2022-03-04,
9443,55+,Male,Asia,,45,Drama,Not Subscribed,89273,2022-01-07,2022-05-29
9444,35-44,Undisclosed,Asia,Tablet,30,Fantasy,Not Subscribed,42552,2021-11-10,2024-09-13
9445,25-34,Male,Europe,Tablet,50,Sci-Fi,Not Subscribed,54405,2023-05-10,2023-06-22
9446,25-34,,South America,TV,57,Fantasy,Not Subscribed,92486,2021-10-07,2021-12-07
9447,18-24,Male,Africa,Tablet,18,Drama,Not Subscribed,94665,2022-11-12,
9448,35-44,,Africa,Mobile,15,Thriller,Not Subscribed,10854,2023-02-06,
9449,35-44,Male,Europe,Mobile,53,Comedy,Subscribed,46663,2021-11-17,
9450,55+,Male,Asia,TV,35,Comedy,Not Subscribed,92129,2023-05-23,2024-06-04
9451,55+,Female,Africa,TV,32,Drama,Not Subscribed,6650,2022-03-13,
9452,18-24,Female,North America,TV,4,Fantasy,Not Subscribed,68163,2023-03-14,2024-09-06
9453,18-24,Male,North America,Mobile,9,Drama,Subscribed,30766,2022-05-11,
9454,45-54,Male,North America,Mobile,6,Drama,Subscribed,35724,2022-08-07,2023-09-13
9455,35-44,Undisclosed,North America,TV,24,Comedy,Subscribed,26793,2022-08-29,
9456,45-54,Male,South America,Tablet,35,Action,Subscribed,78707,2022-04-12,2022-10-03
9457,35-44,,Europe,TV,34,Drama,Not Subscribed,72318,2022-04-18,
9458,55+,Female,Europe,Mobile,17,Drama,Not Subscribed,72265,2022-10-16,
9459,35-44,Undisclosed,Europe,Tablet,39,Drama,Subscribed,28362,2022-12-08,2024-05-24
9460,35-44,Undisclosed,Asia,Mobile,24,Fantasy,Subscribed,60641,2022-04-04,2022-10-04
9461,35-44,Undisclosed,North America,,49,Drama,Subscribed,83283,2023-07-19,
9462,18-24,Undisclosed,North America,Mobile,24,Comedy,Not Subscribed,1833,2023-07-09,
9463,25-34,Male,North America,Mobile,24,Fantasy,Subscribed,23980,2023-07-03,2023-09-16
9464,55+,Undisclosed,Europe,Tablet,14,Sci-Fi,Subscribed,1627,2023-01-31,
9465,55+,Undisclosed,Asia,Mobile,52,Fantasy,Subscribed,71706,2023-01-21,
9466,18-24,Female,Africa,Mobile,5,Sci-Fi,Not Subscribed,52715,2023-04-06,2023-04-20
9467,55+,Male,Asia,Mobile,51,Comedy,Subscribed,79127,2022-03-14,
9468,45-54,Female,North America,Tablet,9,Sci-Fi,Not Subscribed,82135,2021-11-15,2022-07-28
9469,18-24,Undisclosed,South America,Mobile,20,Fantasy,Subscribed,52050,2021-11-05,2022-10-18
9470,25-34,Male,South America,TV,42,Thriller,Not Subscribed,37482,2023-05-03,2024-06-06
9471,35-44,Female,Europe,TV,17,Fantasy,Not Subscribed,98966,2022-11-13,2023-08-26
9472,35-44,Undisclosed,North America,Tablet,5,Comedy,Not Subscribed,14915,2023-09-12,
9473,35-44,Male,Asia,,31,Sci-Fi,Not Subscribed,45205,2022-06-22,2024-09-09
9474,25-34,Female,Europe,Mobile,35,Comedy,Not Subscribed,27082,2022-03-03,
9475,35-44,Female,South America,TV,29,Drama,Subscribed,22390,2022-03-08,2022-10-04
9476,55+,Undisclosed,Europe,TV,5,Action,Not Subscribed,88707,2022-07-11,2023-01-16
9477,35-44,Male,Asia,Tablet,31,Action,Not Subscribed,35930,2023-06-19,
9478,55+,Undisclosed,Europe,TV,1,Fantasy,Subscribed,59294,2021-10-11,2021-11-08
9479,25-34,Female,South America,,2,Drama,Not Subscribed,96113,2021-11-22,
9480,45-54,Male,North America,TV,6,Drama,Not Subscribed,40617,2021-11-17,
9481,25-34,Undisclosed,North America,TV,15,Drama,Not Subscribed,30161,2022-12-30,
9482,45-54,Undisclosed,Europe,TV,30,Action,Not Subscribed,67956,2022-11-13,2023-02-26
9483,55+,Female,Asia,TV,48,Action,Not Subscribed,22987,2022-08-24,2023-06-13
9484,25-34,Undisclosed,Africa,Tablet,26,Action,Not Subscribed,55115,2021-10-20,
9485,18-24,Male,South America,Tablet,30,Action,Subscribed,9887,2022-12-10,2024-02-11
9486,45-54,Female,North America,Mobile,14,Comedy,Subscribed,71341,2022-06-01,2023-03-03
9487,18-24,Male,North America,Mobile,55,Sci-Fi,Not Subscribed,31454,2023-01-03,2023-05-25
9488,45-54,Undisclosed,South America,TV,44,Action,Not Subscribed,73787,2022-03-16,
9489,45-54,Male,Asia,TV,29,Comedy,Subscribed,77470,2022-01-18,2023-11-25
9490,55+,Undisclosed,Europe,TV,24,Action,Subscribed,74389,2023-01-21,2024-03-28
9491,45-54,Male,Africa,TV,29,Thriller,Not Subscribed,33167,2022-08-03,
9492,55+,Undisclosed,Asia,Tablet,31,Thriller,Not Subscribed,89250,2022-10-26,
9493,45-54,Male,North America,Mobile,11,Fantasy,Subscribed,8112,2021-12-23,2024-01-23
9494,55+,,South America,,47,Thriller,Not Subscribed,94101,2021-11-25,2023-11-25
9495,25-34,Female,South America,Mobile,45,Action,Not Subscribed,78970,2022-02-23,2023-02-24
9496,18-24,Male,Europe,Mobile,28,Sci-Fi,Not Subscribed,72916,2022-08-01,2022-10-29
9497,35-44,Male,North America,Mobile,58,Comedy,Subscribed,77440,2022-09-26,
9498,45-54,Undisclosed,Asia,TV,21,Drama,Subscribed,98236,2023-04-28,
9499,45-54,Undisclosed,North America,Tablet,3,Comedy,Not Subscribed,53633,2023-02-04,
9500,45-54,,Africa,TV,26,Thriller,Not Subscribed,3251,2023-01-14,2023-07-12
9501,18-24,Male,Africa,Mobile,17,Action,Not Subscribed,18491,2022-10-25,
9502,25-34,Undisclosed,Europe,Mobile,27,Fantasy,Not Subscribed,11784,2023-05-25,2023-08-27
9503,18-24,Undisclosed,Africa,Tablet,39,Thriller,Subscribed,62762,2023-07-19,
9504,25-34,Female,North America,Tablet,41,Sci-Fi,Not Subscribed,9213,2022-03-07,
9505,45-54,Male,North America,TV,23,Sci-Fi,Subscribed,43699,2022-01-25,2024-01-22
9506,45-54,Female,North America,TV,27,Fantasy,Not Subscribed,64413,2022-04-05,
9507,25-34,Male,Asia,Mobile,31,Action,Not Subscribed,17232,2023-03-18,
9508,35-44,,Europe,Mobile,50,Thriller,Not Subscribed,33132,2021-09-20,2021-11-09
9509,18-24,Undisclosed,Europe,Tablet,20,Action,Not Subscribed,33981,2023-08-29,2023-11-06
9510,18-24,Male,South America,Mobile,31,Comedy,Subscribed,46731,2022-08-07,2023-04-09
9511,18-24,Male,South America,TV,5,Sci-Fi,Not Subscribed,90676,2022-08-31,2022-12-18
9512,55+,Male,Africa,Mobile,48,Action,Not Subscribed,47382,2022-11-08,
9513,25-34,Undisclosed,Asia,Mobile,35,Thriller,Not Subscribed,34819,2022-08-26,
9514,35-44,Male,South America,Mobile,42,Fantasy,Not Subscribed,98036,2023-01-23,2024-01-14
9515,55+,Male,Europe,Mobile,19,Comedy,Subscribed,81183,2021-10-28,2023-11-25
9516,25-34,Male,Africa,Mobile,33,Comedy,Not Subscribed,14319,2022-11-12,2023-06-24
9517,25-34,Male,North America,Tablet,46,Drama,Not Subscribed,30320,2022-06-11,
9518,55+,Male,North America,Mobile,22,Comedy,Not Subscribed,59208,2021-11-03,2023-08-29
